weight,flatwing,tarsus,head,culmen,nalospi,wingchord,Location,Sex
59.5,60.5,21.6,32.3,13.2,10.1,20.9,Transition,male
59.5,60.5,21.9,31.2,12.6,10.9,20.9,Dune,male
59.5,61,20.6,31.9,13.3,9.2,20.9,Dune,male
59.5,61,21,32.3,13.4,9.4,20.9,Dune,male
59.5,61,21.7,31.7,13.1,10,21,Dune,male
59.5,60.5,21.5,32.3,12.3,9.5,21,Dune,male
55.5,56,20.6,30.3,12.5,9.5,21,Dune,female
55,56,20.9,31.8,13.4,9.1,21,Dune,female
59.5,60.5,21.5,32.8,13.3,10,21,Dune,male
59.5,61,22.3,32.4,12.9,9.7,21.1,Transition,male
59.5,60.5,21.8,32.4,12.9,10,21.2,Transition,male
59.5,60,21.7,31.5,12.5,9.1,21.2,Dune,male
61,62,22.4,33.4,14.9,11.1,21.1,Transition,female
57,58,23.4,34.3,14.5,11.6,21.1,Transition,female
59.5,60.5,21.8,31.2,13,9.1,21.3,Dune,male
59.5,61,22.8,31.3,12.4,8.9,21.3,Dune,male
59.5,60,22,32.7,13.2,9.7,21.3,Dune,male
64,67,22.6,33.3,14.3,10.2,21.2,Marsh,female
62,63,22.9,32.1,12.6,9.3,21.2,Transition,female
59.5,61,22.5,32.6,14.1,9.8,21.4,Dune,male
59.5,60.5,21.6,32,13.6,9.4,21.5,Transition,male
59.5,60,20.8,32.4,12.9,9.7,21.5,Transition,male
59.5,60.5,22.2,31.6,13.2,9.6,21.5,Dune,male
59.5,60.5,21.5,31.7,13.1,9,21.5,Dune,male
59.5,60,21.5,32.5,13.7,9.6,21.5,Dune,male
59.5,60.5,21.4,32.3,13.5,10.2,21.6,Marsh,male
59.5,60.5,22.1,32.1,13,9.8,21.7,Dune,male
59.5,60,21.5,32.5,13.4,9.5,21.8,Transition,male
59.5,60.5,22.2,32.5,13,9.4,21.9,Transition,male
59,61,24,33.9,14.5,11,21.2,Dune,female
59.5,60,20.4,31.5,13.2,8.7,22,Dune,male
59.5,61,21.2,31.5,12.7,9.7,22.1,Dune,male
59.5,61,21.8,32.1,13.3,9.8,22.4,Dune,male
59.5,62,24.1,33.9,14.1,10.6,24.5,Dune,male
60,61,21.5,31.2,12.2,9.1,19,Dune,male
60,61,21,31.4,12.5,9.1,19.2,Dune,male
60,60.5,21.8,31.6,13.1,9.2,19.2,Dune,male
60,61,21.9,31.7,12.8,9.4,19.3,Transition,male
60,61,21.9,31.8,13.4,9,19.3,Dune,male
60,61,21.8,31.7,13.2,9.3,19.5,Dune,male
60,62,21.2,32.2,12.6,9.4,19.6,Transition,male
60,61,21.2,30.8,12.5,9.1,19.7,Dune,male
60,61.5,21,32,13,9.5,19.7,Dune,male
58.5,59,21.8,30.6,12.1,9.2,21.2,Dune,female
56,57,21.3,30.8,12.5,8.8,21.2,Dune,female
57,58,21.3,31.7,12.4,9.1,21.2,Dune,female
56.5,58,21.9,31.9,12.9,9.9,21.2,Dune,female
55,56,21,32,12.2,9.6,21.2,Dune,female
60,61,21,32.5,13.7,9.5,19.7,Dune,male
60,61.5,21.7,31.3,12.9,9.7,19.8,Dune,male
60,61.5,22.1,32.3,12.7,9.9,19.9,Dune,male
60,61,21.6,32.6,13.1,10.2,20,Transition,male
60,61,21.7,31.6,12.6,8.8,20,Dune,male
60,61,20.8,31.6,13.1,10,20,Dune,male
60,61,21.2,32,12.7,9.3,20,Dune,male
60,61,22.2,32,13.4,9.3,20,Dune,male
60,61,21.3,32.7,14.1,9.6,20,Dune,male
60,61,21.3,31.7,13.1,9.2,20.1,Dune,male
60,62,21.1,31,12.3,9.6,20.2,Dune,male
60,61,20.9,31.5,12.6,8.8,20.2,Dune,male
60,61,20.3,31.5,13.1,9.5,20.2,Dune,male
60,61,22.3,31.6,12.7,9.5,20.2,Dune,male
55.5,57,21.8,32.1,12.6,9.7,21.3,Dune,female
58,59,22.6,34.9,14.9,12.2,21.3,Dune,female
60,61,20.7,31.7,12.8,9.1,20.2,Dune,male
60,61,21.9,31.7,13.3,9.2,20.2,Dune,male
60,61,21,32,13.7,9.3,20.2,Dune,male
60,61,21.4,32.3,13.5,9.5,20.2,Dune,male
60,61,21.5,32.5,13.2,9.7,20.2,Dune,male
60,60.5,21.3,31.5,13.3,9.4,20.3,Dune,male
60,61,21.5,32,13.1,10.3,20.4,Dune,male
60,61,21.4,31.8,12.9,9.8,20.5,Transition,male
60,60.5,20.8,31.3,12.7,9.9,20.5,Dune,male
60,62,23.3,34.1,14.2,18.8,21.4,Dune,female
60.5,62,22.8,32,12.3,10.1,21.5,Transition,female
60,61,24.1,33.4,13.1,9.5,21.5,Transition,female
60,61,21.8,31.9,13.4,9.1,20.5,Dune,male
60,61,21.7,29.7,12.8,9.6,20.6,Dune,male
60,61,22,32.7,12.3,9.6,20.6,Dune,male
60,61,20.9,32.1,12.3,8.9,20.7,Transition,male
60,61,21.9,31.9,12.9,9.1,20.7,Dune,male
60,61,21.1,32.8,13.3,9.4,20.7,Dune,male
60,61,22,33.5,12.6,10,20.7,Dune,male
55.5,57,21.9,31,12.7,10.1,21.5,Transition,female
55,56,20.6,31.2,13.1,9,21.5,Transition,female
59.5,60,22.1,33.5,14,11.3,21.5,Transition,female
55.5,56,21,31.9,11.8,9.7,21.5,Dune,female
60,61,20.8,32.1,13.1,10,20.8,Marsh,male
60,61.5,21.3,32.5,12.7,10.2,21,Transition,male
60,62,21.2,31.8,13.2,9.8,21.2,Transition,male
60,61,21.4,32.4,12.5,9.3,21.2,Transition,male
60,61,22.1,30.4,13.3,9.8,21.2,Dune,male
60,61,21.5,31.9,12.9,9.1,21.2,Dune,male
60,61,21.4,32.2,13.6,9.7,21.2,Dune,male
60,60.5,21.7,32.3,13.2,9.7,21.2,Dune,male
60,60.5,22.4,33,13.2,9.4,21.2,Dune,male
60,61,21.9,32.6,13.2,9.4,21.3,Marsh,male
60,61,21.4,32.6,13.6,9.8,21.3,Dune,male
60,61.5,22.4,33.1,13.3,9.5,21.4,Transition,male
60,61,22,32.1,12.7,9.3,21.4,Dune,male
60,61,21.4,32.7,13.3,9.3,21.6,Dune,male
56.5,57.5,21.1,31,12.8,9.3,21.5,Dune,female
55,56,20.6,31.3,12.1,9,21.5,Dune,female
56,56.5,20.3,31.4,12.7,9.9,21.5,Dune,female
58,59,22.5,33.3,14.2,10,21.5,Dune,female
57,58,22.5,33.3,14.2,10.6,21.5,Dune,female
56.5,58,23.6,33.9,14.2,10.4,21.5,Dune,female
61,61.5,22.4,34,14.8,11.5,21.5,Dune,female
60,61,21.1,31.6,13.4,9.3,21.7,Dune,male
60,61,21.4,31.8,12.4,10.3,21.9,Transition,male
54.5,55,20.9,31.7,13.2,10.6,21.6,Transition,female
60,61,21.6,32.2,12.9,9.9,22,Dune,male
60,60.5,21.4,32.2,13.1,9.5,22,Dune,male
60,61,22.8,32.6,13.3,9.9,22,Dune,male
60,62,20.6,32.7,14.3,10.4,22,Dune,male
60,61,22.8,31.7,12.3,9.3,22.2,Dune,male
60,62,22.5,32.5,12.9,8.9,22.2,Dune,male
60,61,22.1,32.5,13.1,9.4,22.2,Dune,male
58.5,60,22.3,34.4,15,11.3,21.7,Transition,female
60,61.5,20.8,32,12.9,9.8,22.5,Dune,male
60,62,23.2,34.7,15.8,11.4,22.8,Transition,male
60,61,23.3,34.2,14.8,10.9,23.2,Transition,male
60,61,21.7,33.4,14.3,11.3,23.6,Transition,male
60,61,24.1,34.4,14.6,10.5,24.3,Dune,male
58,59,21.5,31.3,12.5,10.2,21.7,Dune,female
56.5,57,20.3,32.1,13.4,9.5,21.7,Dune,female
59.5,61,23.1,34.2,14.4,10.7,21.8,Marsh,female
60,61,25,35.2,15.7,11.1,24.9,Transition,male
54.5,55.5,21.5,32.2,13.7,9.8,21.8,Transition,female
60,61,24.3,33.7,15.1,11.5,25,Transition,male
60,61,23.5,33.8,13.7,11,25,Dune,male
60.5,62,22,31.4,13.6,9.2,20.1,Dune,male
60.5,61,20.9,31.8,12.8,9.5,20.4,Dune,male
60.5,61.5,21.2,31.9,12.6,9.1,20.4,Dune,male
60.5,61,20.7,32,11.8,9.9,20.5,Dune,male
60.5,61.5,21,31.8,13,9.3,20.6,Dune,male
60.5,62.5,21.9,32.2,13.6,9.3,20.7,Dune,male
60.5,62,20.8,32.1,12.1,9.3,20.8,Dune,male
60.5,61.5,21.8,32.1,13,9.4,20.9,Dune,male
60.5,61,20.9,32.4,13.1,9.7,20.9,Dune,male
56,57,21.4,32,13,9.2,21.9,Dune,female
60.5,61.5,20.9,31.3,13.5,10.7,21,Dune,male
60.5,62,21.2,31.4,13.3,9.4,21.2,Transition,male
60.5,61,23.5,34.5,15.7,11,21.4,Dune,male
60.5,61.5,21.6,31.5,12.4,9.4,21.5,Dune,male
60.5,61.5,21.8,31.1,12.3,9,21.6,Dune,male
60.5,62,24.4,34.2,14.8,11.4,23,Dune,male
60.5,61.5,23.1,34.4,14.9,10.5,24,Transition,male
61,62,21.1,32.6,13.1,9.4,19.5,Dune,male
61,62,20.6,31.6,12.9,9,19.8,Dune,male
61,61.5,21.9,31.7,13.3,9.1,19.8,Dune,male
61,62,21.8,32.1,12.5,9.1,20.1,Dune,male
55.5,56.5,20.6,30.6,12.5,8.6,22,Dune,female
54,55.5,21.1,30.7,12.4,9.9,22,Dune,female
53.5,55,21,31.3,13.1,9.5,22,Dune,female
57,59,20.5,31.5,12.8,9.5,22,Dune,female
57.5,59,22.9,34.8,15,12.3,22,Dune,female
64,65,24.4,34.5,14.2,11.1,22.1,Marsh,female
61,62,21,31.6,13.3,9.3,20.3,Dune,male
61,62,21.3,30.8,12.8,8.8,20.6,Dune,male
61,62,21.2,32.5,13.8,9.5,20.6,Dune,male
61,63,21.9,32.9,13.3,9.5,20.7,Dune,male
61,62,22.5,32.3,13.3,9.5,21,Transition,male
61,62,21.3,31.9,12.5,9.4,21,Dune,male
61,63,22,32.1,12.8,9.1,21.1,Dune,male
61,62,21.5,32.5,12.8,9.3,21.1,Dune,male
61,62,21.7,32.3,13.7,9.9,21.2,Transition,male
61,61.5,23.7,34,15.2,11,21.3,Transition,male
61,62,21.7,32.3,13.5,9.6,21.3,Dune,male
61,63,20.7,32.5,13,9.9,21.3,Dune,male
61,62,21.8,32.7,12.8,9.4,21.4,Dune,male
61,62,21.3,32.4,13.1,9.2,21.5,Transition,male
61,62,21.3,32.1,13.4,9.1,21.5,Dune,male
57,58,21.3,34.1,14.6,10.7,22.3,Dune,female
61,61.5,22.5,33.7,14.4,10.4,22.4,Transition,female
58,60,22.3,34.1,14,11,22.4,Transition,female
61,62,21.7,32.9,12.7,9.4,21.5,Dune,male
56,57,21.9,31.4,13.2,9,22.4,Dune,female
61,62,21.3,32.3,13.3,9.4,21.7,Marsh,male
61,61.5,22.1,32,13.6,9.6,21.7,Transition,male
61,61.5,22,31.4,13.4,9.5,21.8,Dune,male
60,61,23.5,33.8,15.3,12.8,22.5,Transition,female
61,62.5,23.2,33.6,14.6,11.9,22.1,Transition,male
61,62,21.6,33.1,14.4,11.4,22.2,Transition,male
61,62,23.5,32.9,14.3,11.2,23.1,Dune,male
61,62,24.1,35.6,15.3,12.2,23.2,Transition,male
58.8,59.5,22,33.6,14.8,12.2,22.5,Dune,female
61,61.5,22.9,33.7,14.2,10.3,23.2,Dune,male
61,62,24.3,34.4,14.8,10,23.8,Transition,male
61,62,23.2,34.3,14.3,11,24,Dune,male
61,62,24.3,32.4,14,11.5,24.3,Dune,male
61,63,24.1,35.3,15.3,12.4,24.8,Dune,male
57,58.5,21.8,33.6,14.5,11,22.6,Dune,female
61,62,23,34,14.1,10.9,22.7,Dune,female
61.5,62.5,21.7,32.4,13.2,9.1,20.6,Transition,male
59.5,60.5,23.8,34.7,15.2,12.2,22.8,Dune,female
57,58,23,34.5,14.6,10.9,22.9,Transition,female
61.5,62.5,22.6,31.6,13.5,9.3,20.8,Dune,male
61.5,62,21.3,31.9,12.5,9.2,21,Dune,male
61.5,62.5,21.9,32.2,12.9,9,21,Dune,male
61.5,62.5,23.1,33.3,14.2,10.3,22,Dune,male
61.5,62.5,23.9,34.3,15.3,11,22.5,Dune,male
61.5,62,25,34.7,15.7,10.2,22.6,Dune,male
61.5,62.5,22.6,33.4,14.4,11,23,Transition,male
61.5,62.5,23.7,34.6,15.4,11.2,23.5,Dune,male
62,63,21.5,33.9,14.2,10.1,21.5,Dune,male
55.5,56,20.9,31.5,12.7,9.1,23.2,Transition,female
62,64,20.9,31.4,12.6,9.1,21.7,Dune,male
62,63,21.9,32,13.8,9.3,22.2,Dune,male
62,63.5,22.8,33.9,14.9,10.8,22.5,Transition,male
57,58,20.7,31.8,12.7,9.2,23.2,Dune,female
61,62,22.3,34.5,15,10.9,23.2,Dune,female
62,63.5,22.6,34.6,15.5,11.5,22.6,Transition,male
59,60,23.4,33.7,14.4,11,23.4,Transition,female
56.5,57,20.2,31.2,13.2,9.3,23.5,Transition,female
62,64,23.8,33.3,14.4,10.8,23,Dune,male
62,63,24.4,33.9,14.2,11.5,23.2,Transition,male
62,63,23.5,34.6,15,11.1,23.2,Dune,male
62,64,24.9,34.2,15.2,10.5,23.3,Dune,male
62,63,23.3,33.9,14.7,10.9,23.5,Dune,male
58,59,22.6,34,14.6,10.9,23.6,Marsh,female
62,62.5,22.5,34.5,15.1,11,23.7,Transition,male
60,62,23.1,33.5,13.2,10,23.6,Dune,female
62,63,23.6,33.8,14.7,11.1,24.2,Dune,male
62,64,24.4,34.5,15.2,10.7,24.5,Dune,male
62,63,22.8,34.3,16.6,11.8,25.5,Dune,male
57,57.5,23.5,32.6,13.3,10.3,23.7,Transition,female
62.5,64,22.6,34.7,16,11.4,22.6,Transition,male
62.5,63,24.2,34.5,14.9,11.1,23.2,Dune,male
62.5,63.5,21.2,34.3,14.8,11.2,23.5,Dune,male
62.5,63.5,24,34.9,15.5,11.3,24.5,Dune,male
58.5,59.5,23.8,34.3,14.6,11.9,24,Transition,female
63,64,22.6,34.4,15.2,11.2,21.9,Transition,male
63,64,23.2,34.6,14.9,11.5,22.6,Transition,male
63,64,22.7,33.1,14.3,10.6,23.1,Dune,male
60,61,22.2,31.1,14.4,10.6,24.1,Transition,female
63,65,23.6,34,14.3,10.4,23.5,Dune,male
63,64,22.5,34.1,14.6,10.9,23.7,Transition,male
63,65,25.4,33.8,15.4,10.4,24,Dune,male
63,64,24.3,34.5,14.5,11.3,24.1,Transition,male
63,64,24.8,33.3,15.1,11.3,25,Dune,male
63,64.5,22.4,33.8,15.8,11.2,25.2,Dune,male
63,65,23,34.5,14.9,11.1,25.2,Dune,male
63,64,24.1,35.1,15.6,11.6,25.5,Dune,male
63,64,23.2,35,14.9,12.7,26.1,Dune,male
63,64,24.4,35.7,16.5,12,26.5,Dune,male
59,60,22.1,33.6,14.5,11.7,24.6,Transition,female
63.5,64.5,23.5,34,14,11.1,22.5,Transition,male
63.5,64.5,23.4,34,15.2,11.3,22.5,Dune,male
59.5,60.5,23.4,33.5,14.3,10.3,24.8,Dune,female
63.5,65,23.1,34.1,14.6,10.4,24.2,Transition,male
63.5,64.5,24.3,34.5,14.6,11.2,24.9,Transition,male
63.5,65,21.9,34.1,14.6,10.9,25.5,Dune,male
62,63,23.2,35,15.9,12,25,Dune,female
64,65,23.9,33.7,14.6,10.5,22.5,Transition,male
64,65,24,33.9,14.1,11,23.5,Dune,male
64,65.5,24.7,35.6,16.6,11.3,24.1,Dune,male
57.5,58.5,22.6,33.3,14,10.9,25,Dune,female
64,65,23.2,35.1,15.2,11.8,25.2,Dune,male
64.5,65.5,22.8,34,14.5,10.9,23.7,Transition,male
64.5,65,22.9,35.1,14.8,11.6,25.8,Dune,male
60,62,23,34.2,14.8,10.9,25.4,Marsh,female
54.5,55.5,20.5,31.4,13.2,10.3,25.4,Dune,female
65,67,22.6,34.6,14.7,11,23.8,Dune,male
95,66,23.4,35.1,14.9,11.6,24.4,Dune,male
65,66,24,34.1,14.2,10.6,24.6,Dune,male
66,67,22.4,31.7,15.1,10.5,22.3,Dune,male
61,62,23.4,35.2,15.5,10.8,25.5,Dune,female
66,67,24.1,35.2,15.8,11.7,23.8,Dune,male
67,68,24.2,34.8,15,11.2,25,Dune,male
68,68.5,22.5,31.5,12.6,9.4,19.5,Dune,male
57,58,20.9,30.7,11.9,8.2,27.5,Marsh,female
